"id","article","name","image","price_new","price_old","discount","date_create","date_update","type","length","width","height","weight","volume","actual","link"
"9e75c482-b6b3-4a6a-828e-3f8a28d0f8a4","297435",Кровать Кантри,pload/iblock/cab/oxn0jxxl9zocxr5y5bf095kdnflf4try.jpg,36990,42690,5700,2024-10-05 12:42:37.574,2024-10-05 13:55:52.587,Кровати,,,,,,true,https://www.angstrem-mebel.ru//products/297435/
"0836c32c-cef6-4016-8d38-f5555e71b455","138893",Кровать Дольче,pload/iblock/628/qg4cf5qmu90ug8sea62cqqfqbe5zv7n1.jpg,78290,1590,-76700,2024-10-05 12:42:37.583,2024-10-05 13:55:52.592,Кровати,,,,,,true,https://www.angstrem-mebel.ru//products/138893/
ceedbac5-310c-474d-b485-1243caa67c62,"258272",Кровать мягкая Севелена,pload/iblock/151/3d2s945csf1vtjrof33if2185u8o9i3w.jpg,34990,0,-34990,2024-10-05 12:42:37.590,2024-10-05 12:42:37.590,Кровати,,,,,,false,https://www.angstrem-mebel.ru//products/258272/
b52f29a7-bfa2-4daa-950e-46f4eaf5f7d8,"258272",Кровать мягкая Севелена,pload/iblock/151/3d2s945csf1vtjrof33if2185u8o9i3w.jpg,10000,34990,24990,2024-10-05 13:55:52.592,2024-10-05 13:55:52.592,Кровати,,,,,,true,https://www.angstrem-mebel.ru//products/258272/
"3372cf50-f27e-4271-9e02-e02e76b2e7b2","311014",Кровать Магнелия,pload/iblock/e29/h68w3q7w4d6vmpado5g82faxk2kr8o93.jpg,53590,0,-53590,2024-10-05 12:42:37.599,2024-10-05 13:55:52.605,Кровати,,,,,,true,https://www.angstrem-mebel.ru//products/311014/
ae48c4f0-8f68-43e4-8628-20bf617e1ffc,"304365",Кровать Бамбини,pload/iblock/7ef/iidxz4tfv7hvi513fsw8td81rfmdpcw8.jpg,44890,0,-44890,2024-10-05 12:42:37.609,2024-10-05 13:55:52.609,Кровати,,,,,,true,https://www.angstrem-mebel.ru//products/304365/
"45be69f5-3734-4be0-b507-b0880c6b7016","306000",Кровать Нордин,pload/iblock/2af/rtvyi1d6zwmey574ho2ulq98k00k2xrv.jpg,49190,0,-49190,2024-10-05 12:42:37.618,2024-10-05 13:55:52.613,Кровати,,,,,,true,https://www.angstrem-mebel.ru//products/306000/
ba33b23f-04bb-4dc7-813c-ec04191ab086,"68069",Шкаф Кантри,pload/iblock/0dd/0dd3f267c82e060c08b12a6c41d046bc.jpg,38590,44390,5800,2024-10-05 12:43:05.528,2024-10-05 12:43:05.528,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/68069/
"8a5ede3f-1810-4123-981e-caf32dd0801d","87615",Шкаф Чарли,pload/iblock/8d3/8xk5pt4z8j9nhn6w4h22ebl58f2zfn82.jpg,228590,0,-228590,2024-10-05 12:43:05.556,2024-10-05 12:43:05.556,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/87615/
"6ba66810-008d-44fa-9983-8ea3987bbdd0","87696",Шкаф Чарли,pload/iblock/390/m1dvn5chbkpyfu02hs5gpvyi8e7drhs0.jpg,228590,0,-228590,2024-10-05 12:43:05.576,2024-10-05 12:43:05.576,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/87696/
a9144852-62e5-42c3-8ec8-7112555dd09a,"91077",Шкаф Кантри БФ,pload/iblock/510/510203ea41ff490addae4886c4010ec2.jpg,22990,26390,3400,2024-10-05 12:43:05.597,2024-10-05 12:43:05.597,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/91077/
be9ba927-c271-4e28-9230-66abbcc061cb,"93384",Шкаф Кантри,pload/iblock/c35/c35642fe0dd3c8e9f3a78a4f4db2cac4.jpg,28380,0,-28380,2024-10-05 12:43:05.616,2024-10-05 12:43:05.616,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/93384/
e6841791-3466-4339-9a71-f80f7a3a1d3f,"93385",Шкаф Кантри,pload/iblock/699/699e61e48377b3f21759d3654be04113.jpg,26370,30370,4000,2024-10-05 12:43:05.635,2024-10-05 12:43:05.635,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/93385/
"299c4481-87d0-4933-b9a7-6ae0fad5e7fc","94058",Шкаф Анри,pload/iblock/c0b/c0b0755b7dd56696ddb37c9bfee84db6.jpg,27190,88190,61000,2024-10-05 12:43:05.655,2024-10-05 12:43:05.655,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/94058/
"2e44c8c2-5c6e-4379-9fbd-2c3a28eb7b32","126882",Шкаф Кантри,pload/iblock/84a/84a57ef386427b23f6155673e64a20d1.jpg,36990,42590,5600,2024-10-05 12:43:05.674,2024-10-05 12:43:05.674,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/126882/
d7d921b6-72a8-4466-9650-15abb189d967,"41692",Кровать Кантри,pload/iblock/80b/6hgehqlxr5yhxrytp9085x7eciinrvwv.jpg,73790,0,-73790,2024-10-05 12:42:37.626,2024-10-05 13:55:52.618,Кровати,,,,,,true,https://www.angstrem-mebel.ru//products/41692/
cee1491f-182f-46a5-aa2e-8bb5084c981e,"127021",Шкаф Кантри БФ,pload/iblock/cfd/cfd457a5ba778dc53a700f62c25f25b3.jpg,42590,0,-42590,2024-10-05 12:43:05.712,2024-10-05 12:43:05.712,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/127021/
a644ffff-ff5b-49ab-b7d2-615dc14ff494,"29020",Кровать Адажио,pload/iblock/39e/dbb1naygqxjni5vwqbdgnd02cu1icwu9.jpg,62190,0,-62190,2024-10-05 12:42:37.635,2024-10-05 13:55:52.623,Кровати,,,,,,true,https://www.angstrem-mebel.ru//products/29020/
"73b3beba-ac94-4416-bfe9-39e6ba34c275","131029",Шкаф Кантри,pload/iblock/d03/d03e21515cc87f046089aecd4f9c5ae5.jpg,21990,25390,3400,2024-10-05 12:43:05.768,2024-10-05 12:43:05.768,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/131029/
"5650f456-a20b-4992-baa2-09dcda1b56e5","134873",Шкаф Анри,pload/iblock/d0a/d0a52a53777c4540e0b807ac107f6fd7.jpg,53690,32890,-20800,2024-10-05 12:43:05.800,2024-10-05 12:43:05.800,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/134873/
"0db2dcf3-96e7-4d16-a74f-c75b9fb6ad12","134876",Шкаф Анри,pload/iblock/ab5/ab5b8f571a99b31e82d437f962bd9113.jpg,43590,0,-43590,2024-10-05 12:43:05.834,2024-10-05 12:43:05.834,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/134876/
dc3de637-1f5d-4ef1-9410-6f6a650f0946,"327792",Кровать Изотта,pload/iblock/fd4/qsz45oxfrw11w4nlghnlmittw1lyydba.jpg,98690,57690,-41000,2024-10-05 12:42:37.645,2024-10-05 13:55:52.627,Кровати,,,,,,true,https://www.angstrem-mebel.ru//products/327792/
"1cf366d6-b403-406a-b06b-6a63ab40d4ad","293853",Кровать Аделия,pload/iblock/06f/iyyoxt2am289hr4j1c19m7b3qrcbqsac.jpg,63490,0,-63490,2024-10-05 12:42:37.654,2024-10-05 13:55:52.631,Кровати,,,,,,true,https://www.angstrem-mebel.ru//products/293853/
